no_curso	no_grau	no_turno	no_campus	sg_uf_campus	no_municipio_campus	no_ies	sg_ies	co_concorrencia	tp_mod_concorrencia	no_concorrencia	qt_vagas	qt_vagas_concorrencia	nu_nota_corte
JORNALISMO	Bacharelado	Vespertino	RJ	Rio de Janeiro	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	PRAIA VERMELHA	0	A	Ampla concorrência	20	20	758.87
LETRAS - PORTUGUÊS E ALEMÃO	Bacharelado	Integral	RJ	Rio de Janeiro	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	CIDADE UNIVERSITÁRIA	0	A	Ampla concorrência	4	4	700.72
LETRAS - PORTUGUÊS E ALEMÃO	Licenciatura	Integral	RJ	Rio de Janeiro	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	CIDADE UNIVERSITÁRIA	0	A	Ampla concorrência	6	6	693.06
LETRAS - PORTUGUÊS E ÁRABE	Bacharelado	Integral	RJ	Rio de Janeiro	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	CIDADE UNIVERSITÁRIA	0	A	Ampla concorrência	3	3	658.38
LETRAS - PORTUGUÊS E ÁRABE	Licenciatura	Integral	RJ	Rio de Janeiro	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	CIDADE UNIVERSITÁRIA	0	A	Ampla concorrência	4	4	676.87
LETRAS - PORTUGUÊS E ESPANHOL	Licenciatura	Integral	RJ	Rio de Janeiro	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	CIDADE UNIVERSITÁRIA	0	A	Ampla concorrência	9	9	691.39
LETRAS - PORTUGUÊS E ESPANHOL	Bacharelado	Integral	RJ	Rio de Janeiro	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	CIDADE UNIVERSITÁRIA	0	A	Ampla concorrência	6	6	683.22
LETRAS - PORTUGUÊS E FRANCÊS	Bacharelado	Integral	RJ	Rio de Janeiro	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	CIDADE UNIVERSITÁRIA	0	A	Ampla concorrência	6	6	712.31
LETRAS - PORTUGUÊS E FRANCÊS	Licenciatura	Integral	RJ	Rio de Janeiro	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	CIDADE UNIVERSITÁRIA	0	A	Ampla concorrência	9	9	697.37
LETRAS - PORTUGUÊS E GREGO	Bacharelado	Integral	RJ	Rio de Janeiro	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	CIDADE UNIVERSITÁRIA	0	A	Ampla concorrência	2	2	691.17
LETRAS - PORTUGUÊS E GREGO	Licenciatura	Integral	RJ	Rio de Janeiro	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	CIDADE UNIVERSITÁRIA	0	A	Ampla concorrência	3	3	683.91
LETRAS - PORTUGUÊS E HEBRAICO	Licenciatura	Integral	RJ	Rio de Janeiro	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	CIDADE UNIVERSITÁRIA	0	A	Ampla concorrência	4	4	665.58
LETRAS - PORTUGUÊS E HEBRAICO	Bacharelado	Integral	RJ	Rio de Janeiro	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	CIDADE UNIVERSITÁRIA	0	A	Ampla concorrência	3	3	685.30
LETRAS - PORTUGUÊS E INGLÊS	Bacharelado	Integral	RJ	Rio de Janeiro	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	CIDADE UNIVERSITÁRIA	0	A	Ampla concorrência	12	12	711.14
LETRAS - PORTUGUÊS E INGLÊS	Licenciatura	Integral	RJ	Rio de Janeiro	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	CIDADE UNIVERSITÁRIA	0	A	Ampla concorrência	18	18	726.41
LETRAS - PORTUGUÊS E ITALIANO	Licenciatura	Integral	RJ	Rio de Janeiro	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	CIDADE UNIVERSITÁRIA	0	A	Ampla concorrência	6	6	691.92
LETRAS - PORTUGUÊS E ITALIANO	Bacharelado	Integral	RJ	Rio de Janeiro	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	CIDADE UNIVERSITÁRIA	0	A	Ampla concorrência	4	4	684.30
LETRAS - PORTUGUÊS E JAPONÊS	Licenciatura	Integral	RJ	Rio de Janeiro	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	CIDADE UNIVERSITÁRIA	0	A	Ampla concorrência	5	5	743.68
LETRAS - PORTUGUÊS E JAPONÊS	Bacharelado	Integral	RJ	Rio de Janeiro	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	CIDADE UNIVERSITÁRIA	0	A	Ampla concorrência	3	3	728.70
LETRAS - PORTUGUÊS E LATIM	Licenciatura	Integral	RJ	Rio de Janeiro	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	CIDADE UNIVERSITÁRIA	0	A	Ampla concorrência	7	7	677.30
LETRAS - PORTUGUÊS E LATIM	Bacharelado	Integral	RJ	Rio de Janeiro	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	CIDADE UNIVERSITÁRIA	0	A	Ampla concorrência	5	5	670.21
LETRAS - PORTUGUÊS E LITERATURAS DE LÍNGUA PORTUGUESA	Licenciatura	Integral	RJ	Rio de Janeiro	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	CIDADE UNIVERSITÁRIA	0	A	Ampla concorrência	22	22	721.18
LETRAS - PORTUGUÊS E LITERATURAS DE LÍNGUA PORTUGUESA	Bacharelado	Integral	RJ	Rio de Janeiro	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	CIDADE UNIVERSITÁRIA	0	A	Ampla concorrência	15	15	710.31
LETRAS - PORTUGUÊS E LITERATURAS DE LÍNGUA PORTUGUESA	Licenciatura	Noturno	RJ	Rio de Janeiro	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	CIDADE UNIVERSITÁRIA	0	A	Ampla concorrência	20	20	700.83
LETRAS - PORTUGUÊS E RUSSO	Licenciatura	Integral	RJ	Rio de Janeiro	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	CIDADE UNIVERSITÁRIA	0	A	Ampla concorrência	4	4	705.64
LETRAS - PORTUGUÊS E RUSSO	Bacharelado	Integral	RJ	Rio de Janeiro	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	CIDADE UNIVERSITÁRIA	0	A	Ampla concorrência	3	3	737.16
MATEMÁTICA	Bacharelado	Integral	RJ	Rio de Janeiro	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	CIDADE UNIVERSITÁRIA	0	A	Ampla concorrência	10	10	735.89
MATEMÁTICA	Licenciatura	Noturno	RJ	Rio de Janeiro	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	CIDADE UNIVERSITÁRIA	0	A	Ampla concorrência	30	30	694.77
MATEMÁTICA	Licenciatura	Integral	RJ	Rio de Janeiro	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	CIDADE UNIVERSITÁRIA	0	A	Ampla concorrência	15	15	734.18
MATEMÁTICA APLICADA	Bacharelado	Integral	RJ	Rio de Janeiro	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	CIDADE UNIVERSITÁRIA	0	A	Ampla concorrência	10	10	720.96
MEDICINA	Bacharelado	Integral	RJ	Rio de Janeiro	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	CIDADE UNIVERSITÁRIA	0	A	Ampla concorrência	50	50	813.55
MEDICINA	Bacharelado	Integral	RJ	Macaé	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	CAMPUS UFRJ - MACAÉ	0	A	Ampla concorrência	15	15	805.69
METEOROLOGIA	Bacharelado	Integral	RJ	Rio de Janeiro	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	CIDADE UNIVERSITÁRIA	0	A	Ampla concorrência	20	20	665.83
MUSICOTERAPIA	Bacharelado	Noturno	RJ	Rio de Janeiro	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	INSTITUTO DE PSIQUIATRIA DA UFRJ - IPUB	0	A	Ampla concorrência	10	10	718.84
NANOTECNOLOGIA	Bacharelado	Integral	RJ	Duque de Caxias	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	PÓLO DE XERÉM	0	A	Ampla concorrência	10	10	718.89
NANOTECNOLOGIA	Bacharelado	Integral	RJ	Rio de Janeiro	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	CIDADE UNIVERSITÁRIA	0	A	Ampla concorrência	15	15	748.11
NUTRIÇÃO	Bacharelado	Integral	RJ	Macaé	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	CAMPUS UFRJ - MACAÉ	0	A	Ampla concorrência	20	20	739.94
NUTRIÇÃO	Bacharelado	Integral	RJ	Rio de Janeiro	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	CIDADE UNIVERSITÁRIA	0	A	Ampla concorrência	22	22	757.01
ODONTOLOGIA	Bacharelado	Integral	RJ	Rio de Janeiro	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	CIDADE UNIVERSITÁRIA	0	A	Ampla concorrência	20	20	789.35
PEDAGOGIA	Licenciatura	Matutino	RJ	Rio de Janeiro	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	PRAIA VERMELHA	0	A	Ampla concorrência	25	25	727.67
PEDAGOGIA	Licenciatura	Vespertino	RJ	Rio de Janeiro	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	PRAIA VERMELHA	0	A	Ampla concorrência	25	25	722.71
PINTURA	Bacharelado	Integral	RJ	Rio de Janeiro	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	CIDADE UNIVERSITÁRIA	0	A	Ampla concorrência	12	12	719.38
PSICOLOGIA	Bacharelado	Integral	RJ	Rio de Janeiro	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	PRAIA VERMELHA	0	A	Ampla concorrência	45	45	767.52
QUÍMICA	Bacharelado	Integral	RJ	Rio de Janeiro	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	CIDADE UNIVERSITÁRIA	0	A	Ampla concorrência	25	25	686.46
QUÍMICA	Licenciatura	Noturno	RJ	Rio de Janeiro	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	CIDADE UNIVERSITÁRIA	0	A	Ampla concorrência	20	20	674.81
QUÍMICA	Licenciatura	Integral	RJ	Macaé	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	CAMPUS UFRJ - MACAÉ	0	A	Ampla concorrência	12	12	672.89
QUÍMICA INDUSTRIAL	Bacharelado	Noturno	RJ	Rio de Janeiro	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	CIDADE UNIVERSITÁRIA	0	A	Ampla concorrência	10	10	694.06
QUÍMICA INDUSTRIAL	Bacharelado	Integral	RJ	Rio de Janeiro	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	CIDADE UNIVERSITÁRIA	0	A	Ampla concorrência	11	11	715.13
RELAÇÕES INTERNACIONAIS	Bacharelado	Noturno	RJ	Rio de Janeiro	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	PRAIA VERMELHA	0	A	Ampla concorrência	30	30	754.13
SAÚDE COLETIVA	Bacharelado	Integral	RJ	Rio de Janeiro	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	CIDADE UNIVERSITÁRIA	0	A	Ampla concorrência	20	20	692.70
SERVIÇO SOCIAL	Bacharelado	Matutino	RJ	Rio de Janeiro	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	PRAIA VERMELHA	0	A	Ampla concorrência	22	22	726.08
SERVIÇO SOCIAL	Bacharelado	Noturno	RJ	Rio de Janeiro	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	PRAIA VERMELHA	0	A	Ampla concorrência	22	22	701.35
TEORIA DA DANÇA	Bacharelado	Noturno	RJ	Rio de Janeiro	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	CIDADE UNIVERSITÁRIA	0	A	Ampla concorrência	5	5	673.78
TERAPIA OCUPACIONAL	Bacharelado	Integral	RJ	Rio de Janeiro	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	CIDADE UNIVERSITÁRIA	0	A	Ampla concorrência	15	15	705.61
ADMINISTRAÇÃO	Bacharelado	Noturno	PE	Serra Talhada	UFRPE	UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	UNIDADE ACADÊMICA DE SERRA TALHADA	0	A	Ampla concorrência	40	40	647.43
ADMINISTRAÇÃO	Bacharelado	Noturno	PE	Recife	UFRPE	UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	RECIFE	0	A	Ampla concorrência	20	20	666.00
ADMINISTRAÇÃO	Bacharelado	Matutino	PE	Recife	UFRPE	UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	RECIFE	0	A	Ampla concorrência	20	20	662.92
AGRONOMIA	Bacharelado	Vespertino	PE	Serra Talhada	UFRPE	UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	UNIDADE ACADÊMICA DE SERRA TALHADA	0	A	Ampla concorrência	20	20	603.86
AGRONOMIA	Bacharelado	Vespertino	PE	Recife	UFRPE	UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	RECIFE	0	A	Ampla concorrência	30	30	613.98
AGRONOMIA	Bacharelado	Matutino	PE	Garanhuns	UFRPE	UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	UNIDADE ACADÊMICA DE GARANHUNS	0	A	Ampla concorrência	20	20	628.81
AGRONOMIA	Bacharelado	Matutino	PE	Serra Talhada	UFRPE	UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	UNIDADE ACADÊMICA DE SERRA TALHADA	0	A	Ampla concorrência	20	20	610.56
AGRONOMIA	Bacharelado	Vespertino	PE	Garanhuns	UFRPE	UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	UNIDADE ACADÊMICA DE GARANHUNS	0	A	Ampla concorrência	20	20	626.79
AGRONOMIA	Bacharelado	Matutino	PE	Recife	UFRPE	UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	RECIFE	0	A	Ampla concorrência	30	30	628.95
CIÊNCIA DA COMPUTAÇÃO	Bacharelado	Vespertino	PE	Recife	UFRPE	UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	RECIFE	0	A	Ampla concorrência	40	40	703.40
CIÊNCIA DA COMPUTAÇÃO	Bacharelado	Noturno	PE	Garanhuns	UFRPE	UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	UNIDADE ACADÊMICA DE GARANHUNS	0	A	Ampla concorrência	40	40	691.33
CIÊNCIAS BIOLÓGICAS	Bacharelado	Matutino	PE	Recife	UFRPE	UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	RECIFE	0	A	Ampla concorrência	20	20	634.77
CIÊNCIAS BIOLÓGICAS	Licenciatura	Vespertino	PE	Recife	UFRPE	UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	RECIFE	0	A	Ampla concorrência	40	40	618.70
CIÊNCIAS BIOLÓGICAS	Bacharelado	Matutino	PE	Serra Talhada	UFRPE	UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	UNIDADE ACADÊMICA DE SERRA TALHADA	0	A	Ampla concorrência	20	20	640.90
CIÊNCIAS BIOLÓGICAS	Licenciatura	Noturno	PE	Recife	UFRPE	UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	RECIFE	0	A	Ampla concorrência	40	40	608.61
CIÊNCIAS BIOLÓGICAS	Bacharelado	Vespertino	PE	Serra Talhada	UFRPE	UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	UNIDADE ACADÊMICA DE SERRA TALHADA	0	A	Ampla concorrência	20	20	621.08
CIÊNCIAS BIOLÓGICAS	Bacharelado	Vespertino	PE	Recife	UFRPE	UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	RECIFE	0	A	Ampla concorrência	20	20	634.59
CIÊNCIAS DO CONSUMO	Bacharelado	Vespertino	PE	Recife	UFRPE	UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	RECIFE	0	A	Ampla concorrência	20	20	602.69
CIÊNCIAS DO CONSUMO	Bacharelado	Matutino	PE	Recife	UFRPE	UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	RECIFE	0	A	Ampla concorrência	20	20	602.15
CIÊNCIAS ECONÔMICAS	Bacharelado	Noturno	PE	Serra Talhada	UFRPE	UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	UNIDADE ACADÊMICA DE SERRA TALHADA	0	A	Ampla concorrência	40	40	632.44
CIÊNCIAS ECONÔMICAS	Bacharelado	Noturno	PE	Recife	UFRPE	UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	RECIFE	0	A	Ampla concorrência	40	40	660.88
CIÊNCIAS SOCIAIS	Bacharelado	Noturno	PE	Recife	UFRPE	UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	RECIFE	0	A	Ampla concorrência	20	20	629.99
CIÊNCIAS SOCIAIS	Bacharelado	Vespertino	PE	Recife	UFRPE	UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	RECIFE	0	A	Ampla concorrência	20	20	628.49
COMPUTAÇÃO	Licenciatura	Noturno	PE	Recife	UFRPE	UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	RECIFE	0	A	Ampla concorrência	40	40	638.37
EDUCAÇÃO FÍSICA	Licenciatura	Matutino	PE	Recife	UFRPE	UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	RECIFE	0	A	Ampla concorrência	40	40	612.33
ENGENHARIA AGRÍCOLA E AMBIENTAL	Bacharelado	Matutino	PE	Recife	UFRPE	UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	RECIFE	0	A	Ampla concorrência	20	20	630.01
ENGENHARIA AGRÍCOLA E AMBIENTAL	Bacharelado	Vespertino	PE	Recife	UFRPE	UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	RECIFE	0	A	Ampla concorrência	20	20	618.60
ENGENHARIA AMBIENTAL	Bacharelado	Integral	PE	Recife	UFRPE	UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	RECIFE	0	A	Ampla concorrência	40	40	642.77
ENGENHARIA CIVIL	Bacharelado	Integral	PE	Cabo de Santo Agostinho	UFRPE	UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	UNIDADE ACADÊMICA DO CABO DE SANTO AGOSTINHO	0	A	Ampla concorrência	60	60	648.86
ENGENHARIA DE ALIMENTOS	Bacharelado	Integral	PE	Garanhuns	UFRPE	UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	UNIDADE ACADÊMICA DE GARANHUNS	0	A	Ampla concorrência	40	40	643.35
ENGENHARIA DE COMPUTAÇÃO	Bacharelado	Integral	PE	Belo Jardim	UFRPE	UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	UNIDADE ACADÊMICA DE BELO JARDIM	0	A	Ampla concorrência	40	40	655.50
ENGENHARIA DE CONTROLE E AUTOMAÇÃO	Bacharelado	Integral	PE	Belo Jardim	UFRPE	UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	UNIDADE ACADÊMICA DE BELO JARDIM	0	A	Ampla concorrência	40	40	631.87
ENGENHARIA DE MATERIAIS	Bacharelado	Integral	PE	Cabo de Santo Agostinho	UFRPE	UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	UNIDADE ACADÊMICA DO CABO DE SANTO AGOSTINHO	0	A	Ampla concorrência	60	60	616.26
ENGENHARIA DE PESCA	Bacharelado	Vespertino	PE	Serra Talhada	UFRPE	UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	UNIDADE ACADÊMICA DE SERRA TALHADA	0	A	Ampla concorrência	20	20	584.60
ENGENHARIA DE PESCA	Bacharelado	Vespertino	PE	Recife	UFRPE	UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	RECIFE	0	A	Ampla concorrência	20	20	611.83
ENGENHARIA DE PESCA	Bacharelado	Matutino	PE	Serra Talhada	UFRPE	UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	UNIDADE ACADÊMICA DE SERRA TALHADA	0	A	Ampla concorrência	20	20	574.05
ENGENHARIA DE PESCA	Bacharelado	Matutino	PE	Recife	UFRPE	UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	RECIFE	0	A	Ampla concorrência	20	20	603.97
ENGENHARIA ELÉTRICA	Bacharelado	Integral	PE	Cabo de Santo Agostinho	UFRPE	UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	UNIDADE ACADÊMICA DO CABO DE SANTO AGOSTINHO	0	A	Ampla concorrência	60	60	624.26
ENGENHARIA ELETRÔNICA	Bacharelado	Integral	PE	Cabo de Santo Agostinho	UFRPE	UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	UNIDADE ACADÊMICA DO CABO DE SANTO AGOSTINHO	0	A	Ampla concorrência	60	60	628.90
ENGENHARIA FLORESTAL	Bacharelado	Matutino	PE	Recife	UFRPE	UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	RECIFE	0	A	Ampla concorrência	20	20	606.53
ENGENHARIA FLORESTAL	Bacharelado	Vespertino	PE	Recife	UFRPE	UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	RECIFE	0	A	Ampla concorrência	20	20	616.02
ENGENHARIA HÍDRICA	Bacharelado	Integral	PE	Belo Jardim	UFRPE	UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	UNIDADE ACADÊMICA DE BELO JARDIM	0	A	Ampla concorrência	40	40	619.21
ENGENHARIA MECÂNICA	Bacharelado	Integral	PE	Cabo de Santo Agostinho	UFRPE	UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	UNIDADE ACADÊMICA DO CABO DE SANTO AGOSTINHO	0	A	Ampla concorrência	60	60	644.12
ENGENHARIA QUÍMICA	Bacharelado	Integral	PE	Belo Jardim	UFRPE	UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	UNIDADE ACADÊMICA DE BELO JARDIM	0	A	Ampla concorrência	40	40	665.19
FÍSICA	Licenciatura	Noturno	PE	Recife	UFRPE	UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	RECIFE	0	A	Ampla concorrência	20	20	615.38
FÍSICA	Licenciatura	Vespertino	PE	Recife	UFRPE	UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	RECIFE	0	A	Ampla concorrência	20	20	614.28
GASTRONOMIA	Bacharelado	Vespertino	PE	Recife	UFRPE	UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	RECIFE	0	A	Ampla concorrência	15	15	649.72
GASTRONOMIA	Bacharelado	Matutino	PE	Recife	UFRPE	UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	RECIFE	0	A	Ampla concorrência	15	15	664.65
HISTÓRIA	Licenciatura	Noturno	PE	Recife	UFRPE	UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	RECIFE	0	A	Ampla concorrência	40	40	649.08
LETRAS - ESPANHOL	Licenciatura	Noturno	PE	Recife	UFRPE	UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	RECIFE	0	A	Ampla concorrência	40	40	616.28
LETRAS - PORTUGUÊS E INGLÊS	Licenciatura	Noturno	PE	Serra Talhada	UFRPE	UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	UNIDADE ACADÊMICA DE SERRA TALHADA	0	A	Ampla concorrência	40	40	617.63
LETRAS - PORTUGUÊS E INGLÊS	Licenciatura	Noturno	PE	Garanhuns	UFRPE	UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	UNIDADE ACADÊMICA DE GARANHUNS	0	A	Ampla concorrência	40	40	652.99
MATEMÁTICA	Licenciatura	Vespertino	PE	Recife	UFRPE	UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	RECIFE	0	A	Ampla concorrência	30	30	618.55
MATEMÁTICA	Licenciatura	Noturno	PE	Recife	UFRPE	UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	RECIFE	0	A	Ampla concorrência	40	40	643.18
MEDICINA VETERINÁRIA	Bacharelado	Matutino	PE	Garanhuns	UFRPE	UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	UNIDADE ACADÊMICA DE GARANHUNS	0	A	Ampla concorrência	20	20	705.86
MEDICINA VETERINÁRIA	Bacharelado	Vespertino	PE	Garanhuns	UFRPE	UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	UNIDADE ACADÊMICA DE GARANHUNS	0	A	Ampla concorrência	20	20	701.41
MEDICINA VETERINÁRIA	Bacharelado	Matutino	PE	Recife	UFRPE	UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	RECIFE	0	A	Ampla concorrência	25	25	680.82
MEDICINA VETERINÁRIA	Bacharelado	Vespertino	PE	Recife	UFRPE	UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	RECIFE	0	A	Ampla concorrência	25	25	675.63
PEDAGOGIA	Licenciatura	Vespertino	PE	Recife	UFRPE	UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	RECIFE	0	A	Ampla concorrência	20	20	619.35
PEDAGOGIA	Licenciatura	Vespertino	PE	Garanhuns	UFRPE	UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	UNIDADE ACADÊMICA DE GARANHUNS	0	A	Ampla concorrência	20	20	637.20
PEDAGOGIA	Licenciatura	Matutino	PE	Garanhuns	UFRPE	UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	UNIDADE ACADÊMICA DE GARANHUNS	0	A	Ampla concorrência	20	20	632.79
PEDAGOGIA	Licenciatura	Matutino	PE	Recife	UFRPE	UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	RECIFE	0	A	Ampla concorrência	20	20	616.94
QUÍMICA	Licenciatura	Noturno	PE	Serra Talhada	UFRPE	UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	UNIDADE ACADÊMICA DE SERRA TALHADA	0	A	Ampla concorrência	40	40	588.70
QUÍMICA	Licenciatura	Vespertino	PE	Recife	UFRPE	UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	RECIFE	0	A	Ampla concorrência	20	20	603.13
QUÍMICA	Licenciatura	Noturno	PE	Recife	UFRPE	UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	RECIFE	0	A	Ampla concorrência	40	40	602.71
SISTEMA DE INFORMAÇÃO	Bacharelado	Noturno	PE	Serra Talhada	UFRPE	UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	UNIDADE ACADÊMICA DE SERRA TALHADA	0	A	Ampla concorrência	40	40	651.34
SISTEMA DE INFORMAÇÃO	Bacharelado	Matutino	PE	Recife	UFRPE	UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	RECIFE	0	A	Ampla concorrência	40	40	675.50
ZOOTECNIA	Bacharelado	Vespertino	PE	Recife	UFRPE	UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	RECIFE	0	A	Ampla concorrência	20	20	616.34
