no_curso	no_grau	no_turno	no_campus	sg_uf_campus	no_municipio_campus	no_ies	sg_ies	co_concorrencia	tp_mod_concorrencia	no_concorrencia	qt_vagas	qt_vagas_concorrencia	nu_nota_corte
ZOOTECNIA	Bacharelado	Matutino	PE	Recife	UFRPE	UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	RECIFE	0	A	Ampla concorrência	20	20	618.41
ABI - CIÊNCIAS BIOLÓGICAS	Área Básica de Ingresso (ABI)	Integral	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	18	18	691.19
ABI - CIÊNCIAS SOCIAIS	Área Básica de Ingresso (ABI)	Integral	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	24	24	666.13
ABI - DANÇA	Área Básica de Ingresso (ABI)	Integral	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	18	18	650.21
ABI - ENGENHARIA DE MINAS	Área Básica de Ingresso (ABI)	Integral	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	20	20	669.83
ABI - FILOSOFIA	Área Básica de Ingresso (ABI)	Integral	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	20	20	667.27
ABI - FÍSICA	Área Básica de Ingresso (ABI)	Integral	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	20	20	697.73
ABI - GEOGRAFIA	Área Básica de Ingresso (ABI)	Integral	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	12	12	659.16
ABI - HISTÓRIA	Área Básica de Ingresso (ABI)	Integral	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	20	20	684.08
ABI - HISTÓRIA	Área Básica de Ingresso (ABI)	Noturno	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	18	18	665.39
ABI - LETRAS VERNÁCULAS	Área Básica de Ingresso (ABI)	Integral	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	18	18	661.71
ABI - LETRAS VERNÁCULAS E LÍNGUA ESTRANGEIRA MODERNA	Área Básica de Ingresso (ABI)	Integral	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	18	18	669.51
ABI - LÍNGUA ESTRANGEIRA	Área Básica de Ingresso (ABI)	Noturno	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	18	18	643.19
ABI - LÍNGUA ESTRANGEIRA MODERNA OU CLÁSSICA	Área Básica de Ingresso (ABI)	Integral	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	18	18	647.06
ABI - MATEMÁTICA	Área Básica de Ingresso (ABI)	Integral	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	24	24	674.15
ABI - QUÍMICA	Área Básica de Ingresso (ABI)	Integral	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	16	16	696.36
ADMINISTRAÇÃO	Bacharelado	Integral	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS CANELA	0	A	Ampla concorrência	32	32	707.71
ARQUITETURA E URBANISMO	Bacharelado	Noturno	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	18	18	714.00
ARQUITETURA E URBANISMO	Bacharelado	Integral	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	48	48	723.47
ARQUIVOLOGIA	Bacharelado	Integral	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS CANELA	0	A	Ampla concorrência	18	18	613.76
ARQUIVOLOGIA	Bacharelado	Noturno	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS CANELA	0	A	Ampla concorrência	18	18	610.99
BIBLIOTECONOMIA E DOCUMENTAÇÃO	Bacharelado	Integral	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS CANELA	0	A	Ampla concorrência	24	24	613.15
BIOTECNOLOGIA	Bacharelado	Noturno	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS CANELA	0	A	Ampla concorrência	12	12	702.48
BIOTECNOLOGIA	Bacharelado	Integral	BA	Vitória da Conquista	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS VITÓRIA DA CONQUISTA	0	A	Ampla concorrência	18	18	683.95
CIÊNCIA DA COMPUTAÇÃO	Bacharelado	Integral	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	18	18	739.39
CIÊNCIAS BIOLÓGICAS	Bacharelado	Integral	BA	Vitória da Conquista	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS VITÓRIA DA CONQUISTA	0	A	Ampla concorrência	18	18	656.22
CIÊNCIAS CONTÁBEIS	Bacharelado	Noturno	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS CANELA	0	A	Ampla concorrência	20	20	670.47
CIÊNCIAS CONTÁBEIS	Bacharelado	Integral	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS CANELA	0	A	Ampla concorrência	22	22	673.37
CIÊNCIAS ECONÔMICAS	Bacharelado	Integral	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	UNIDADES DISPERSAS - SALVADOR	0	A	Ampla concorrência	36	36	691.72
CIÊNCIAS NATURAIS	Licenciatura	Integral	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS CANELA	0	A	Ampla concorrência	24	24	632.03
COMPUTAÇÃO	Licenciatura	Noturno	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	18	18	649.39
COMUNICAÇÃO SOCIAL	Bacharelado	Integral	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	12	12	693.45
COMUNICAÇÃO SOCIAL - JORNALISMO	Bacharelado	Integral	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	12	12	712.69
DANÇA	Licenciatura	Noturno	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	12	12	657.40
DIREITO	Bacharelado	Integral	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS CANELA	0	A	Ampla concorrência	40	40	739.60
DIREITO	Bacharelado	Noturno	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS CANELA	0	A	Ampla concorrência	35	35	724.88
EDUCAÇÃO FÍSICA	Licenciatura	Integral	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS CANELA	0	A	Ampla concorrência	18	18	657.60
ENFERMAGEM	Bacharelado	Integral	BA	Vitória da Conquista	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS VITÓRIA DA CONQUISTA	0	A	Ampla concorrência	16	16	685.56
ENFERMAGEM	Bacharelado	Integral	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS CANELA	0	A	Ampla concorrência	20	20	706.17
ENGENHARIA CIVIL	Bacharelado	Integral	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	36	36	727.12
ENGENHARIA DA COMPUTAÇÃO	Bacharelado	Noturno	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	18	18	748.48
ENGENHARIA DE AGRIMENSURA E CARTOGRÁFICA	Bacharelado	Noturno	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	18	18	651.68
ENGENHARIA DE CONTROLE E AUTOMAÇÃO DE PROCESSOS	Bacharelado	Noturno	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	18	18	719.35
ENGENHARIA DE PRODUÇÃO	Bacharelado	Noturno	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	18	18	720.71
ENGENHARIA ELÉTRICA	Bacharelado	Integral	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	18	18	756.44
ENGENHARIA MECÂNICA	Bacharelado	Integral	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	18	18	755.48
ENGENHARIA QUÍMICA	Bacharelado	Integral	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	18	18	743.85
ENGENHARIA SANITARIA E AMBIENTAL	Bacharelado	Integral	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	18	18	698.17
ESTATÍSTICA	Bacharelado	Integral	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	24	24	670.07
ESTUDO DE GÊNERO E DIVERSIDADE	Bacharelado	Noturno	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	20	20	618.84
FARMÁCIA	Bacharelado	Noturno	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	18	18	682.11
FARMÁCIA	Bacharelado	Integral	BA	Vitória da Conquista	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS VITÓRIA DA CONQUISTA	0	A	Ampla concorrência	16	16	682.76
FARMÁCIA	Bacharelado	Integral	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	28	28	693.35
FÍSICA	Licenciatura	Noturno	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	16	16	675.96
FISIOTERAPIA	Bacharelado	Integral	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS CANELA	0	A	Ampla concorrência	18	18	694.17
FONOAUDIOLOGIA	Bacharelado	Integral	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS CANELA	0	A	Ampla concorrência	12	12	682.94
GASTRONOMIA	Bacharelado	Noturno	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS CANELA	0	A	Ampla concorrência	18	18	671.85
GEOFISICA	Bacharelado	Integral	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	12	12	686.05
GEOGRAFIA	Licenciatura	Noturno	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	16	16	643.84
GEOLOGIA	Bacharelado	Integral	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	20	20	676.64
INTERDISCIPLINAR EM ARTES	Bacharelado	Noturno	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	100	100	637.68
INTERDISCIPLINAR EM ARTES	Bacharelado	Integral	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	50	50	667.63
INTERDISCIPLINAR EM CIÊNCIA E TECNOLOGIA	Bacharelado	Noturno	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	100	100	647.62
INTERDISCIPLINAR EM CIÊNCIA E TECNOLOGIA	Bacharelado	Integral	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	50	50	682.19
INTERDISCIPLINAR EM CIÊNCIA, TECNOLOGIA E INOVAÇÃO	Bacharelado	Integral	BA	Camaçari	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	POLO UAB - CAMACARI	0	A	Ampla concorrência	25	25	616.88
INTERDISCIPLINAR EM HUMANIDADES	Bacharelado	Noturno	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	150	150	662.05
INTERDISCIPLINAR EM HUMANIDADES	Bacharelado	Integral	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	50	50	701.10
INTERDISCIPLINAR EM SAÚDE	Bacharelado	Integral	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	50	50	724.82
INTERDISCIPLINAR EM SAÚDE	Bacharelado	Noturno	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	100	100	694.09
LETRAS VERNÁCULAS	Licenciatura	Noturno	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	18	18	655.57
MATEMÁTICA	Licenciatura	Noturno	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	18	18	679.11
MEDICINA	Bacharelado	Integral	BA	Vitória da Conquista	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS VITÓRIA DA CONQUISTA	0	A	Ampla concorrência	18	18	770.20
MEDICINA	Bacharelado	Integral	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	UNIDADES DISPERSAS - SALVADOR (FACULDADE DE MEDICINA)	0	A	Ampla concorrência	32	32	776.39
MEDICINA VETERINÁRIA	Bacharelado	Integral	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	30	30	699.71
MUSEOLOGIA	Bacharelado	Integral	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	16	16	625.35
NUTRIÇÃO	Bacharelado	Integral	BA	Vitória da Conquista	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS VITÓRIA DA CONQUISTA	0	A	Ampla concorrência	16	16	678.25
NUTRIÇÃO	Bacharelado	Integral	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS CANELA	0	A	Ampla concorrência	20	20	694.71
OCEANOGRAFIA	Bacharelado	Integral	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	12	12	673.91
ODONTOLOGIA	Bacharelado	Integral	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS CANELA	0	A	Ampla concorrência	24	24	731.00
PEDAGOGIA	Licenciatura	Integral	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS CANELA	0	A	Ampla concorrência	18	18	657.83
PSICOLOGIA	Bacharelado	Integral	BA	Vitória da Conquista	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS VITÓRIA DA CONQUISTA	0	A	Ampla concorrência	18	18	705.08
PSICOLOGIA	Bacharelado	Integral	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	18	18	731.23
QUÍMICA	Licenciatura	Noturno	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	18	18	665.20
SAÚDE COLETIVA	Bacharelado	Noturno	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS CANELA	0	A	Ampla concorrência	13	13	657.53
SECRETARIADO EXECUTIVO	Bacharelado	Integral	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS CANELA	0	A	Ampla concorrência	16	16	636.75
SERVIÇO SOCIAL	Bacharelado	Integral	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	18	18	655.16
SISTEMAS DE INFORMAÇÃO	Bacharelado	Noturno	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	18	18	700.00
TRANSPORTE TERRESTRE	Tecnológico	Noturno	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	22	22	620.40
ZOOTECNIA	Bacharelado	Integral	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	18	18	658.75
ADMINISTRAÇÃO	Bacharelado	Matutino	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	40	40	659.48
ADMINISTRAÇÃO	Bacharelado	Noturno	PB	Bananeiras	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	CAMPUS III - CENTRO DE CIÊNCIAS HUMANAS, SOCIAIS E AGRÁRIAS - CCHSA - BANANEIRAS	0	A	Ampla concorrência	25	25	590.70
ADMINISTRAÇÃO	Bacharelado	Integral	PB	Bananeiras	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	CAMPUS III - CENTRO DE CIÊNCIAS HUMANAS, SOCIAIS E AGRÁRIAS - CCHSA - BANANEIRAS	0	A	Ampla concorrência	25	25	569.94
ADMINISTRAÇÃO	Bacharelado	Integral	PB	Mamanguape	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	CAMPUS IV - CENTRO DE CIÊNCIAS APLICADAS E EDUCAÇÃO - CCAE - MAMANGUAPE	0	A	Ampla concorrência	40	40	575.30
ADMINISTRAÇÃO	Bacharelado	Noturno	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	40	40	646.56
AGROECOLOGIA	Bacharelado	Integral	PB	Bananeiras	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	CAMPUS III - CENTRO DE CIÊNCIAS HUMANAS, SOCIAIS E AGRÁRIAS - CCHSA - BANANEIRAS	0	A	Ampla concorrência	25	25	534.38
AGROINDÚSTRIA	Bacharelado	Integral	PB	Bananeiras	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	CAMPUS III - CENTRO DE CIÊNCIAS HUMANAS, SOCIAIS E AGRÁRIAS - CCHSA - BANANEIRAS	0	A	Ampla concorrência	40	40	531.12
AGRONOMIA	Bacharelado	Integral	PB	Areia	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	CAMPUS II - CENTRO DE CIÊNCIAS AGRÁRIAS - CCA - AREIA	0	A	Ampla concorrência	45	45	582.70
ALIMENTOS	Tecnológico	Vespertino	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	CAMPUS I - UNIDADE ACADÊMICA REITOR LYNALDO CAVALCANTI DE ALBUQUERQUE	0	A	Ampla concorrência	25	25	568.56
ALIMENTOS	Tecnológico	Noturno	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	CAMPUS I - UNIDADE ACADÊMICA REITOR LYNALDO CAVALCANTI DE ALBUQUERQUE	0	A	Ampla concorrência	25	25	569.64
ANTROPOLOGIA	Bacharelado	Noturno	PB	Rio Tinto	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	CAMPUS IV- CENTRO DE CIÊNCIAS APLICADAS E EDUCAÇÃO - CCAE - RIO TINTO	0	A	Ampla concorrência	25	25	567.06
ARQUITETURA E URBANISMO	Bacharelado	Integral	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	35	35	705.64
ARQUIVOLOGIA	Bacharelado	Noturno	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	45	45	570.44
ARTES VISUAIS	Bacharelado	Vespertino	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	10	10	657.66
ARTES VISUAIS	Licenciatura	Vespertino	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	10	10	642.68
BIBLIOTECONOMIA	Bacharelado	Noturno	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	45	45	568.56
BIOMEDICINA	Bacharelado	Integral	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	30	30	712.50
BIOTECNOLOGIA	Bacharelado	Integral	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	35	35	678.24
CIÊNCIA DA COMPUTAÇÃO	Bacharelado	Integral	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	CAMPUS I - UNIDADE ACADÊMICA REITOR LYNALDO CAVALCANTI DE ALBUQUERQUE	0	A	Ampla concorrência	45	45	701.62
CIÊNCIA DA COMPUTAÇÃO	Licenciatura	Integral	PB	Rio Tinto	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	CAMPUS IV- CENTRO DE CIÊNCIAS APLICADAS E EDUCAÇÃO - CCAE - RIO TINTO	0	A	Ampla concorrência	50	50	594.62
CIÊNCIA DE DADOS E INTELIGÊNCIA ARTIFICIAL	Bacharelado	Integral	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	CAMPUS I - UNIDADE ACADÊMICA REITOR LYNALDO CAVALCANTI DE ALBUQUERQUE	0	A	Ampla concorrência	30	30	690.96
CIÊNCIAS AGRÁRIAS	Licenciatura	Integral	PB	Bananeiras	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	CAMPUS III - CENTRO DE CIÊNCIAS HUMANAS, SOCIAIS E AGRÁRIAS - CCHSA - BANANEIRAS	0	A	Ampla concorrência	25	25	541.30
CIÊNCIAS ATUARIAIS	Bacharelado	Noturno	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	30	30	589.80
CIÊNCIAS ATUARIAIS	Bacharelado	Vespertino	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	30	30	589.36
CIÊNCIAS BIOLÓGICAS	Licenciatura	Integral	PB	Areia	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	CAMPUS II - CENTRO DE CIÊNCIAS AGRÁRIAS - CCA - AREIA	0	A	Ampla concorrência	15	15	583.32
CIÊNCIAS BIOLÓGICAS	Licenciatura	Integral	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	40	40	627.60
CIÊNCIAS BIOLÓGICAS	Bacharelado	Integral	PB	Areia	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	CAMPUS II - CENTRO DE CIÊNCIAS AGRÁRIAS - CCA - AREIA	0	A	Ampla concorrência	15	15	591.18
CIÊNCIAS BIOLÓGICAS	Bacharelado	Integral	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	25	25	654.62
CIÊNCIAS CONTÁBEIS	Bacharelado	Matutino	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	50	50	629.56
CIÊNCIAS CONTÁBEIS	Bacharelado	Noturno	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	50	50	630.94
CIÊNCIAS CONTÁBEIS	Bacharelado	Noturno	PB	Mamanguape	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	CAMPUS IV - CENTRO DE CIÊNCIAS APLICADAS E EDUCAÇÃO - CCAE - MAMANGUAPE	0	A	Ampla concorrência	50	50	583.62
CIÊNCIAS DAS RELIGIÕES	Bacharelado	Noturno	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	25	25	555.56
CIÊNCIAS DAS RELIGIÕES	Licenciatura	Noturno	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	25	25	555.26
CIÊNCIAS ECONÔMICAS	Bacharelado	Integral	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	45	45	630.52
CIÊNCIAS ECONÔMICAS	Bacharelado	Noturno	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	45	45	624.24
