no_curso	no_grau	no_turno	no_campus	sg_uf_campus	no_municipio_campus	no_ies	sg_ies	co_concorrencia	tp_mod_concorrencia	no_concorrencia	qt_vagas	qt_vagas_concorrencia	nu_nota_corte
ESTUDO DE GÊNERO E DIVERSIDADE	Bacharelado	Noturno	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	20	20	614.92
FARMÁCIA	Bacharelado	Noturno	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	18	18	680.49
FARMÁCIA	Bacharelado	Integral	BA	Vitória da Conquista	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS VITÓRIA DA CONQUISTA	0	A	Ampla concorrência	16	16	676.57
FARMÁCIA	Bacharelado	Integral	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	28	28	697.37
FÍSICA	Licenciatura	Noturno	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	16	16	669.63
FISIOTERAPIA	Bacharelado	Integral	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS CANELA	0	A	Ampla concorrência	18	18	696.03
FONOAUDIOLOGIA	Bacharelado	Integral	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS CANELA	0	A	Ampla concorrência	12	12	678.44
GASTRONOMIA	Bacharelado	Noturno	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS CANELA	0	A	Ampla concorrência	18	18	668.89
GEOFISICA	Bacharelado	Integral	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	12	12	681.37
GEOGRAFIA	Licenciatura	Noturno	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	16	16	641.17
GEOLOGIA	Bacharelado	Integral	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	20	20	668.25
INTERDISCIPLINAR EM ARTES	Bacharelado	Noturno	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	100	100	631.80
INTERDISCIPLINAR EM ARTES	Bacharelado	Integral	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	50	50	660.88
INTERDISCIPLINAR EM CIÊNCIA E TECNOLOGIA	Bacharelado	Noturno	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	100	100	642.21
INTERDISCIPLINAR EM CIÊNCIA E TECNOLOGIA	Bacharelado	Integral	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	50	50	680.29
INTERDISCIPLINAR EM CIÊNCIA, TECNOLOGIA E INOVAÇÃO	Bacharelado	Integral	BA	Camaçari	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	POLO UAB - CAMACARI	0	A	Ampla concorrência	25	25	609.04
INTERDISCIPLINAR EM HUMANIDADES	Bacharelado	Noturno	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	150	150	654.93
INTERDISCIPLINAR EM HUMANIDADES	Bacharelado	Integral	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	50	50	697.02
INTERDISCIPLINAR EM SAÚDE	Bacharelado	Integral	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	50	50	728.16
INTERDISCIPLINAR EM SAÚDE	Bacharelado	Noturno	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	100	100	692.27
LETRAS VERNÁCULAS	Licenciatura	Noturno	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	18	18	649.00
MATEMÁTICA	Licenciatura	Noturno	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	18	18	682.43
MEDICINA	Bacharelado	Integral	BA	Vitória da Conquista	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS VITÓRIA DA CONQUISTA	0	A	Ampla concorrência	18	18	770.11
MEDICINA	Bacharelado	Integral	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	UNIDADES DISPERSAS - SALVADOR (FACULDADE DE MEDICINA)	0	A	Ampla concorrência	32	32	774.90
MEDICINA VETERINÁRIA	Bacharelado	Integral	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	30	30	700.66
MUSEOLOGIA	Bacharelado	Integral	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	16	16	616.47
NUTRIÇÃO	Bacharelado	Integral	BA	Vitória da Conquista	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS VITÓRIA DA CONQUISTA	0	A	Ampla concorrência	16	16	678.04
NUTRIÇÃO	Bacharelado	Integral	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS CANELA	0	A	Ampla concorrência	20	20	694.71
OCEANOGRAFIA	Bacharelado	Integral	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	12	12	677.38
ODONTOLOGIA	Bacharelado	Integral	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS CANELA	0	A	Ampla concorrência	24	24	729.51
PEDAGOGIA	Licenciatura	Integral	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS CANELA	0	A	Ampla concorrência	18	18	654.47
PSICOLOGIA	Bacharelado	Integral	BA	Vitória da Conquista	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS VITÓRIA DA CONQUISTA	0	A	Ampla concorrência	18	18	706.40
PSICOLOGIA	Bacharelado	Integral	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	18	18	728.92
QUÍMICA	Licenciatura	Noturno	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	18	18	661.84
SAÚDE COLETIVA	Bacharelado	Noturno	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS CANELA	0	A	Ampla concorrência	13	13	642.11
SECRETARIADO EXECUTIVO	Bacharelado	Integral	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS CANELA	0	A	Ampla concorrência	16	16	624.61
SERVIÇO SOCIAL	Bacharelado	Integral	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	18	18	646.48
SISTEMAS DE INFORMAÇÃO	Bacharelado	Noturno	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	18	18	696.73
TRANSPORTE TERRESTRE	Tecnológico	Noturno	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	22	22	612.57
ZOOTECNIA	Bacharelado	Integral	BA	Salvador	UFBA	UNIVERSIDADE FEDERAL DA BAHIA	CAMPUS FEDERAÇÃO/ONDINA	0	A	Ampla concorrência	18	18	655.27
ADMINISTRAÇÃO	Bacharelado	Matutino	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	40	40	658.34
ADMINISTRAÇÃO	Bacharelado	Noturno	PB	Bananeiras	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	CAMPUS III - CENTRO DE CIÊNCIAS HUMANAS, SOCIAIS E AGRÁRIAS - CCHSA - BANANEIRAS	0	A	Ampla concorrência	25	25	587.44
ADMINISTRAÇÃO	Bacharelado	Integral	PB	Bananeiras	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	CAMPUS III - CENTRO DE CIÊNCIAS HUMANAS, SOCIAIS E AGRÁRIAS - CCHSA - BANANEIRAS	0	A	Ampla concorrência	25	25	556.10
ADMINISTRAÇÃO	Bacharelado	Integral	PB	Mamanguape	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	CAMPUS IV - CENTRO DE CIÊNCIAS APLICADAS E EDUCAÇÃO - CCAE - MAMANGUAPE	0	A	Ampla concorrência	40	40	571.18
ADMINISTRAÇÃO	Bacharelado	Noturno	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	40	40	638.50
AGROECOLOGIA	Bacharelado	Integral	PB	Bananeiras	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	CAMPUS III - CENTRO DE CIÊNCIAS HUMANAS, SOCIAIS E AGRÁRIAS - CCHSA - BANANEIRAS	0	A	Ampla concorrência	25	25	528.12
AGROINDÚSTRIA	Bacharelado	Integral	PB	Bananeiras	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	CAMPUS III - CENTRO DE CIÊNCIAS HUMANAS, SOCIAIS E AGRÁRIAS - CCHSA - BANANEIRAS	0	A	Ampla concorrência	40	40	526.42
AGRONOMIA	Bacharelado	Integral	PB	Areia	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	CAMPUS II - CENTRO DE CIÊNCIAS AGRÁRIAS - CCA - AREIA	0	A	Ampla concorrência	45	45	577.68
ALIMENTOS	Tecnológico	Vespertino	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	CAMPUS I - UNIDADE ACADÊMICA REITOR LYNALDO CAVALCANTI DE ALBUQUERQUE	0	A	Ampla concorrência	25	25	557.80
ALIMENTOS	Tecnológico	Noturno	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	CAMPUS I - UNIDADE ACADÊMICA REITOR LYNALDO CAVALCANTI DE ALBUQUERQUE	0	A	Ampla concorrência	25	25	553.10
ANTROPOLOGIA	Bacharelado	Noturno	PB	Rio Tinto	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	CAMPUS IV- CENTRO DE CIÊNCIAS APLICADAS E EDUCAÇÃO - CCAE - RIO TINTO	0	A	Ampla concorrência	25	25	547.58
ARQUITETURA E URBANISMO	Bacharelado	Integral	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	35	35	703.32
ARQUIVOLOGIA	Bacharelado	Noturno	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	45	45	559.02
ARTES VISUAIS	Bacharelado	Vespertino	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	10	10	660.38
ARTES VISUAIS	Licenciatura	Vespertino	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	10	10	632.32
BIBLIOTECONOMIA	Bacharelado	Noturno	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	45	45	558.56
BIOMEDICINA	Bacharelado	Integral	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	30	30	714.14
BIOTECNOLOGIA	Bacharelado	Integral	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	35	35	674.14
CIÊNCIA DA COMPUTAÇÃO	Bacharelado	Integral	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	CAMPUS I - UNIDADE ACADÊMICA REITOR LYNALDO CAVALCANTI DE ALBUQUERQUE	0	A	Ampla concorrência	45	45	700.10
CIÊNCIA DA COMPUTAÇÃO	Licenciatura	Integral	PB	Rio Tinto	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	CAMPUS IV- CENTRO DE CIÊNCIAS APLICADAS E EDUCAÇÃO - CCAE - RIO TINTO	0	A	Ampla concorrência	50	50	592.06
CIÊNCIA DE DADOS E INTELIGÊNCIA ARTIFICIAL	Bacharelado	Integral	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	CAMPUS I - UNIDADE ACADÊMICA REITOR LYNALDO CAVALCANTI DE ALBUQUERQUE	0	A	Ampla concorrência	30	30	690.16
CIÊNCIAS AGRÁRIAS	Licenciatura	Integral	PB	Bananeiras	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	CAMPUS III - CENTRO DE CIÊNCIAS HUMANAS, SOCIAIS E AGRÁRIAS - CCHSA - BANANEIRAS	0	A	Ampla concorrência	25	25	534.90
CIÊNCIAS ATUARIAIS	Bacharelado	Noturno	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	30	30	583.14
CIÊNCIAS ATUARIAIS	Bacharelado	Vespertino	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	30	30	576.92
CIÊNCIAS BIOLÓGICAS	Licenciatura	Integral	PB	Areia	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	CAMPUS II - CENTRO DE CIÊNCIAS AGRÁRIAS - CCA - AREIA	0	A	Ampla concorrência	15	15	568.90
CIÊNCIAS BIOLÓGICAS	Licenciatura	Integral	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	40	40	623.16
CIÊNCIAS BIOLÓGICAS	Bacharelado	Integral	PB	Areia	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	CAMPUS II - CENTRO DE CIÊNCIAS AGRÁRIAS - CCA - AREIA	0	A	Ampla concorrência	15	15	587.66
CIÊNCIAS BIOLÓGICAS	Bacharelado	Integral	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	25	25	655.10
CIÊNCIAS CONTÁBEIS	Bacharelado	Matutino	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	50	50	626.08
CIÊNCIAS CONTÁBEIS	Bacharelado	Noturno	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	50	50	628.58
CIÊNCIAS CONTÁBEIS	Bacharelado	Noturno	PB	Mamanguape	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	CAMPUS IV - CENTRO DE CIÊNCIAS APLICADAS E EDUCAÇÃO - CCAE - MAMANGUAPE	0	A	Ampla concorrência	50	50	579.00
CIÊNCIAS DAS RELIGIÕES	Bacharelado	Noturno	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	25	25	544.32
CIÊNCIAS DAS RELIGIÕES	Licenciatura	Noturno	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	25	25	541.46
CIÊNCIAS ECONÔMICAS	Bacharelado	Integral	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	45	45	621.62
CIÊNCIAS ECONÔMICAS	Bacharelado	Noturno	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	45	45	627.34
CIÊNCIAS SOCIAIS	Bacharelado	Matutino	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	25	25	617.72
CIÊNCIAS SOCIAIS	Licenciatura	Noturno	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	30	30	589.72
CINEMA E AUDIOVISUAL	Bacharelado	Vespertino	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	7	7	689.66
COMUNICAÇÃO EM MÍDIAS DIGITAIS	Bacharelado	Vespertino	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	25	25	673.80
DANÇA	Licenciatura	Integral	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	15	15	623.10
DESIGN	Bacharelado	Integral	PB	Rio Tinto	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	CAMPUS IV- CENTRO DE CIÊNCIAS APLICADAS E EDUCAÇÃO - CCAE - RIO TINTO	0	A	Ampla concorrência	25	25	636.88
DIREITO	Bacharelado	Matutino	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	50	50	728.42
DIREITO	Bacharelado	Noturno	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	CAMPUS  - JOÃO PESSOA - CENTRO	0	A	Ampla concorrência	50	50	702.02
DIREITO	Bacharelado	Matutino	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	CAMPUS  - JOÃO PESSOA - CENTRO	0	A	Ampla concorrência	50	50	710.18
DIREITO	Bacharelado	Noturno	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	50	50	717.46
ECOLOGIA	Bacharelado	Integral	PB	Rio Tinto	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	CAMPUS IV- CENTRO DE CIÊNCIAS APLICADAS E EDUCAÇÃO - CCAE - RIO TINTO	0	A	Ampla concorrência	50	50	532.74
EDUCAÇÃO FÍSICA	Bacharelado	Integral	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	35	35	640.46
EDUCAÇÃO FÍSICA	Licenciatura	Vespertino	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	35	35	625.94
ENFERMAGEM	Bacharelado	Integral	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	50	50	685.66
ENGENHARIA AMBIENTAL	Bacharelado	Integral	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	40	40	647.22
ENGENHARIA CIVIL	Bacharelado	Integral	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	50	50	702.58
ENGENHARIA DE ALIMENTOS	Bacharelado	Integral	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	40	40	605.08
ENGENHARIA DE COMPUTAÇÃO	Bacharelado	Integral	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	CAMPUS I - UNIDADE ACADÊMICA REITOR LYNALDO CAVALCANTI DE ALBUQUERQUE	0	A	Ampla concorrência	40	40	696.04
ENGENHARIA DE ENERGIAS RENOVÁVEIS	Bacharelado	Integral	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	40	40	648.72
ENGENHARIA DE MATERIAIS	Bacharelado	Integral	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	40	40	603.50
ENGENHARIA DE PRODUÇÃO	Bacharelado	Noturno	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	20	20	675.92
ENGENHARIA DE PRODUÇÃO MECÂNICA	Bacharelado	Integral	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	30	30	623.90
ENGENHARIA ELÉTRICA	Bacharelado	Integral	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	40	40	702.68
ENGENHARIA MECÂNICA	Bacharelado	Integral	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	50	50	669.64
ENGENHARIA QUÍMICA	Bacharelado	Integral	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	40	40	670.76
ESTATÍSTICA	Bacharelado	Matutino	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	15	15	613.92
FARMÁCIA	Bacharelado	Integral	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	50	50	683.70
FILOSOFIA	Licenciatura	Noturno	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	17	17	608.58
FILOSOFIA	Bacharelado	Noturno	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	17	17	640.16
FÍSICA	Bacharelado	Integral	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	30	30	610.60
FÍSICA	Licenciatura	Noturno	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	35	35	605.30
FISIOTERAPIA	Bacharelado	Integral	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	40	40	685.32
FONOAUDIOLOGIA	Bacharelado	Integral	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	30	30	660.02
GASTRONOMIA	Bacharelado	Integral	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	CAMPUS I - UNIDADE ACADÊMICA REITOR LYNALDO CAVALCANTI DE ALBUQUERQUE	0	A	Ampla concorrência	26	26	658.04
GEOGRAFIA	Bacharelado	Matutino	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	20	20	599.36
GEOGRAFIA	Licenciatura	Noturno	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	20	20	598.46
GESTÃO PÚBLICA	Bacharelado	Vespertino	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	50	50	591.02
HISTÓRIA	Licenciatura	Vespertino	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	22	22	658.80
HISTÓRIA	Licenciatura	Noturno	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	22	22	635.32
HOTELARIA	Bacharelado	Integral	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	30	30	575.20
JORNALISMO	Bacharelado	Matutino	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	35	35	659.74
LETRAS - ESPANHOL	Licenciatura	Matutino	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	25	25	570.66
LETRAS - FRANCÊS	Licenciatura	Matutino	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	15	15	589.34
LETRAS - INGLÊS	Licenciatura	Matutino	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	25	25	642.62
LETRAS - INGLÊS	Licenciatura	Noturno	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	25	25	617.34
LETRAS - LETRAS CLÁSSICAS (GREGO E LATIM)	Licenciatura	Noturno	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	30	30	552.16
LETRAS - LÍNGUA PORTUGUESA	Licenciatura	Noturno	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	40	40	594.00
LETRAS - LÍNGUA PORTUGUESA	Licenciatura	Matutino	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	40	40	615.46
LETRAS - LÍNGUA PORTUGUESA	Licenciatura	Vespertino	PB	Mamanguape	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	CAMPUS IV - CENTRO DE CIÊNCIAS APLICADAS E EDUCAÇÃO - CCAE - MAMANGUAPE	0	A	Ampla concorrência	25	25	549.22
LETRAS - TRADUÇÃO	Bacharelado	Matutino	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	12	12	648.06
LÍNGUAS ESTRANGEIRAS APLICADAS ÀS NEGOCIAÇÕES INTERNACIONAIS	Bacharelado	Vespertino	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	17	17	668.84
MATEMÁTICA	Licenciatura	Integral	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	22	22	614.42
