no_curso	no_grau	no_turno	no_campus	sg_uf_campus	no_municipio_campus	no_ies	sg_ies	co_concorrencia	tp_mod_concorrencia	no_concorrencia	qt_vagas	qt_vagas_concorrencia	nu_nota_corte
PEDAGOGIA	Licenciatura	Noturno	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	50	50	585.22
PEDAGOGIA - EDUCAÇÃO DO CAMPO	Licenciatura	Noturno	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	50	50	557.54
PRODUÇÃO SUCROALCOOLEIRA	Tecnológico	Vespertino	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	CAMPUS I - UNIDADE ACADÊMICA REITOR LYNALDO CAVALCANTI DE ALBUQUERQUE	0	A	Ampla concorrência	25	25	559.92
PRODUÇÃO SUCROALCOOLEIRA	Tecnológico	Noturno	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	CAMPUS I - UNIDADE ACADÊMICA REITOR LYNALDO CAVALCANTI DE ALBUQUERQUE	0	A	Ampla concorrência	25	25	560.76
PSICOLOGIA	Bacharelado	Integral	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	55	55	707.00
PSICOPEDAGOGIA	Bacharelado	Integral	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	50	50	634.88
QUÍMICA	Bacharelado	Integral	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	10	10	652.06
QUÍMICA	Licenciatura	Noturno	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	15	15	594.50
QUÍMICA	Licenciatura	Noturno	PB	Areia	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	CAMPUS II - CENTRO DE CIÊNCIAS AGRÁRIAS - CCA - AREIA	0	A	Ampla concorrência	15	15	546.50
QUÍMICA	Licenciatura	Integral	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	10	10	621.62
QUÍMICA	Bacharelado	Noturno	PB	Areia	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	CAMPUS II - CENTRO DE CIÊNCIAS AGRÁRIAS - CCA - AREIA	0	A	Ampla concorrência	15	15	572.10
QUÍMICA INDUSTRIAL	Bacharelado	Integral	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	25	25	622.54
RADIALISMO	Bacharelado	Matutino	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	20	20	597.40
RELAÇÕES INTERNACIONAIS	Bacharelado	Noturno	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	20	20	703.16
RELAÇÕES INTERNACIONAIS	Bacharelado	Matutino	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	20	20	725.66
RELAÇÕES PÚBLICAS	Bacharelado	Noturno	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	22	22	636.88
SECRETARIADO EXECUTIVO - BILÍNGUE	Bacharelado	Noturno	PB	Mamanguape	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	CAMPUS IV - CENTRO DE CIÊNCIAS APLICADAS E EDUCAÇÃO - CCAE - MAMANGUAPE	0	A	Ampla concorrência	50	50	547.90
SERVIÇO SOCIAL	Bacharelado	Noturno	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	25	25	608.60
SERVIÇO SOCIAL	Bacharelado	Vespertino	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	25	25	615.94
SISTEMAS DE INFORMAÇÃO	Bacharelado	Integral	PB	Rio Tinto	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	CAMPUS IV- CENTRO DE CIÊNCIAS APLICADAS E EDUCAÇÃO - CCAE - RIO TINTO	0	A	Ampla concorrência	25	25	606.76
TEATRO	Bacharelado	Integral	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	7	7	688.70
TEATRO	Licenciatura	Integral	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	7	7	651.84
TERAPIA OCUPACIONAL	Bacharelado	Integral	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	30	30	647.34
TURISMO	Bacharelado	Noturno	PB	João Pessoa	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	UNIDADE SEDE	0	A	Ampla concorrência	35	35	600.92
ZOOTECNIA	Bacharelado	Integral	PB	Areia	UFPB	UNIVERSIDADE FEDERAL DA PARAÍBA	CAMPUS II - CENTRO DE CIÊNCIAS AGRÁRIAS - CCA - AREIA	0	A	Ampla concorrência	30	30	604.76
ADMINISTRAÇÃO	Bacharelado	Noturno	MT	Cuiabá	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DE CUIABÁ	0	A	Ampla concorrência	31	31	646.68
ADMINISTRAÇÃO	Bacharelado	Matutino	MT	Cuiabá	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DE CUIABÁ	0	A	Ampla concorrência	31	31	649.78
ADMINISTRAÇÃO	Bacharelado	Matutino	MT	Rondonópolis	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DE RONDONÓPOLIS	0	A	Ampla concorrência	27	27	593.32
ADMINISTRAÇÃO	Bacharelado	Noturno	MT	Rondonópolis	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DE RONDONÓPOLIS	0	A	Ampla concorrência	26	26	605.82
AGRONOMIA	Bacharelado	Integral	MT	Cuiabá	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DE CUIABÁ	0	A	Ampla concorrência	43	43	644.32
AGRONOMIA	Bacharelado	Integral	MT	Barra do Garças	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DO ARAGUAIA / BARRA DO GARÇAS	0	A	Ampla concorrência	22	22	612.24
AGRONOMIA	Bacharelado	Integral	MT	Sinop	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO  DE SINOP	0	A	Ampla concorrência	50	50	623.36
ARQUITETURA E URBANISMO	Bacharelado	Integral	MT	Cuiabá	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DE CUIABÁ	0	A	Ampla concorrência	31	31	687.14
BIBLIOTECONOMIA	Bacharelado	Noturno	MT	Rondonópolis	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DE RONDONÓPOLIS	0	A	Ampla concorrência	21	21	537.56
BIOMEDICINA	Bacharelado	Integral	MT	Barra do Garças	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DO ARAGUAIA / BARRA DO GARÇAS	0	A	Ampla concorrência	22	22	704.08
CIÊNCIA DA COMPUTAÇÃO	Bacharelado	Integral	MT	Cuiabá	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DE CUIABÁ	0	A	Ampla concorrência	26	26	676.78
CIÊNCIA DA COMPUTAÇÃO	Bacharelado	Integral	MT	Barra do Garças	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DO ARAGUAIA / BARRA DO GARÇAS	0	A	Ampla concorrência	22	22	621.74
CIÊNCIA E TECNOLOGIA DE ALIMENTOS	Bacharelado	Noturno	MT	Cuiabá	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DE CUIABÁ	0	A	Ampla concorrência	30	30	589.64
CIÊNCIAS BIOLÓGICAS	Bacharelado	Integral	MT	Cuiabá	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DE CUIABÁ	0	A	Ampla concorrência	20	20	658.34
CIÊNCIAS BIOLÓGICAS	Licenciatura	Integral	MT	Cuiabá	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DE CUIABÁ	0	A	Ampla concorrência	21	21	636.48
CIÊNCIAS BIOLÓGICAS	Licenciatura	Noturno	MT	Rondonópolis	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DE RONDONÓPOLIS	0	A	Ampla concorrência	19	19	568.02
CIÊNCIAS BIOLÓGICAS	Bacharelado	Integral	MT	Rondonópolis	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DE RONDONÓPOLIS	0	A	Ampla concorrência	19	19	617.24
CIÊNCIAS BIOLÓGICAS	Licenciatura	Noturno	MT	Pontal do Araguaia	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DO ARAGUAIA/PONTAL DO ARAGUAIA	0	A	Ampla concorrência	22	22	578.30
CIÊNCIAS CONTÁBEIS	Bacharelado	Matutino	MT	Rondonópolis	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DE RONDONÓPOLIS	0	A	Ampla concorrência	24	24	574.94
CIÊNCIAS CONTÁBEIS	Bacharelado	Matutino	MT	Cuiabá	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DE CUIABÁ	0	A	Ampla concorrência	21	21	643.02
CIÊNCIAS CONTÁBEIS	Bacharelado	Noturno	MT	Rondonópolis	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DE RONDONÓPOLIS	0	A	Ampla concorrência	24	24	590.10
CIÊNCIAS CONTÁBEIS	Bacharelado	Noturno	MT	Cuiabá	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DE CUIABÁ	0	A	Ampla concorrência	21	21	646.86
CIÊNCIAS ECONÔMICAS	Bacharelado	Matutino	MT	Cuiabá	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DE CUIABÁ	0	A	Ampla concorrência	30	30	660.14
CIÊNCIAS ECONÔMICAS	Bacharelado	Noturno	MT	Cuiabá	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DE CUIABÁ	0	A	Ampla concorrência	30	30	644.58
CIÊNCIAS ECONÔMICAS	Bacharelado	Noturno	MT	Rondonópolis	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DE RONDONÓPOLIS	0	A	Ampla concorrência	43	43	622.20
CIÊNCIAS NATURAIS E MATEMÁTICA - FÍSICA	Licenciatura	Noturno	MT	Sinop	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO  DE SINOP	0	A	Ampla concorrência	28	28	531.68
CIÊNCIAS NATURAIS E MATEMÁTICA - MATEMÁTICA	Licenciatura	Noturno	MT	Sinop	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO  DE SINOP	0	A	Ampla concorrência	28	28	517.14
CIÊNCIAS NATURAIS E MATEMÁTICA - QUÍMICA	Licenciatura	Noturno	MT	Sinop	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO  DE SINOP	0	A	Ampla concorrência	28	28	547.94
CIÊNCIAS SOCIAIS	Licenciatura	Noturno	MT	Cuiabá	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DE CUIABÁ	0	A	Ampla concorrência	15	15	600.86
CIÊNCIAS SOCIAIS	Bacharelado	Noturno	MT	Cuiabá	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DE CUIABÁ	0	A	Ampla concorrência	15	15	617.54
CINEMA E AUDIOVISUAL	Bacharelado	Matutino	MT	Cuiabá	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DE CUIABÁ	0	A	Ampla concorrência	15	15	669.68
COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA	Bacharelado	Matutino	MT	Cuiabá	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DE CUIABÁ	0	A	Ampla concorrência	20	20	662.14
DIREITO	Bacharelado	Integral	MT	Barra do Garças	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DO ARAGUAIA / BARRA DO GARÇAS	0	A	Ampla concorrência	32	32	700.94
DIREITO	Bacharelado	Noturno	MT	Cuiabá	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DE CUIABÁ	0	A	Ampla concorrência	25	25	721.64
DIREITO	Bacharelado	Matutino	MT	Cuiabá	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DE CUIABÁ	0	A	Ampla concorrência	25	25	729.60
EDUCAÇÃO FÍSICA	Licenciatura	Matutino	MT	Pontal do Araguaia	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DO ARAGUAIA/PONTAL DO ARAGUAIA	0	A	Ampla concorrência	25	25	562.08
EDUCAÇÃO FÍSICA	Bacharelado	Matutino	MT	Cuiabá	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DE CUIABÁ	0	A	Ampla concorrência	28	28	615.24
EDUCAÇÃO FÍSICA	Licenciatura	Matutino	MT	Cuiabá	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DE CUIABÁ	0	A	Ampla concorrência	28	28	598.20
ENFERMAGEM	Bacharelado	Integral	MT	Pontal do Araguaia	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DO ARAGUAIA/PONTAL DO ARAGUAIA	0	A	Ampla concorrência	15	15	658.20
ENFERMAGEM	Bacharelado	Integral	MT	Sinop	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO  DE SINOP	0	A	Ampla concorrência	25	25	666.60
ENFERMAGEM	Bacharelado	Integral	MT	Rondonópolis	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DE RONDONÓPOLIS	0	A	Ampla concorrência	15	15	658.90
ENFERMAGEM	Bacharelado	Integral	MT	Cuiabá	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DE CUIABÁ	0	A	Ampla concorrência	30	30	674.48
ENGENHARIA AGRÍCOLA E AMBIENTAL	Bacharelado	Integral	MT	Rondonópolis	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DE RONDONÓPOLIS	0	A	Ampla concorrência	43	43	593.88
ENGENHARIA AGRÍCOLA E AMBIENTAL	Bacharelado	Integral	MT	Sinop	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO  DE SINOP	0	A	Ampla concorrência	40	40	584.04
ENGENHARIA CIVIL	Bacharelado	Integral	MT	Barra do Garças	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DO ARAGUAIA / BARRA DO GARÇAS	0	A	Ampla concorrência	32	32	656.86
ENGENHARIA CIVIL	Bacharelado	Integral	MT	Cuiabá	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DE CUIABÁ	0	A	Ampla concorrência	27	27	690.82
ENGENHARIA DE ALIMENTOS	Bacharelado	Integral	MT	Pontal do Araguaia	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DO ARAGUAIA/PONTAL DO ARAGUAIA	0	A	Ampla concorrência	22	22	577.32
ENGENHARIA DE COMPUTAÇÃO	Bacharelado	Integral	MT	Várzea Grande	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DE VÁRZEA GRANDE	0	A	Ampla concorrência	31	31	656.52
ENGENHARIA DE CONTROLE E AUTOMAÇÃO	Bacharelado	Integral	MT	Várzea Grande	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DE VÁRZEA GRANDE	0	A	Ampla concorrência	31	31	644.02
ENGENHARIA DE MINAS	Bacharelado	Integral	MT	Várzea Grande	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DE VÁRZEA GRANDE	0	A	Ampla concorrência	31	31	590.02
ENGENHARIA DE TRANSPORTES	Bacharelado	Integral	MT	Várzea Grande	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DE VÁRZEA GRANDE	0	A	Ampla concorrência	31	31	573.66
ENGENHARIA ELÉTRICA	Bacharelado	Integral	MT	Cuiabá	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DE CUIABÁ	0	A	Ampla concorrência	42	42	665.02
ENGENHARIA FLORESTAL	Bacharelado	Integral	MT	Sinop	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO  DE SINOP	0	A	Ampla concorrência	50	50	557.76
ENGENHARIA FLORESTAL	Bacharelado	Integral	MT	Cuiabá	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DE CUIABÁ	0	A	Ampla concorrência	43	43	599.38
ENGENHARIA MECÂNICA	Bacharelado	Integral	MT	Rondonópolis	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DE RONDONÓPOLIS	0	A	Ampla concorrência	43	43	646.60
ENGENHARIA QUÍMICA	Bacharelado	Integral	MT	Várzea Grande	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DE VÁRZEA GRANDE	0	A	Ampla concorrência	31	31	666.96
ENGENHARIA SANITARIA E AMBIENTAL	Bacharelado	Integral	MT	Cuiabá	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DE CUIABÁ	0	A	Ampla concorrência	33	33	605.34
ESTATÍSTICA	Bacharelado	Noturno	MT	Cuiabá	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DE CUIABÁ	0	A	Ampla concorrência	30	30	613.74
FARMÁCIA	Bacharelado	Integral	MT	Pontal do Araguaia	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DO ARAGUAIA/PONTAL DO ARAGUAIA	0	A	Ampla concorrência	22	22	659.24
FARMÁCIA	Bacharelado	Integral	MT	Sinop	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO  DE SINOP	0	A	Ampla concorrência	40	40	659.36
FILOSOFIA	Bacharelado	Noturno	MT	Cuiabá	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DE CUIABÁ	0	A	Ampla concorrência	14	14	621.92
FILOSOFIA	Licenciatura	Integral	MT	Cuiabá	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DE CUIABÁ	0	A	Ampla concorrência	21	21	594.00
FÍSICA	Licenciatura	Noturno	MT	Pontal do Araguaia	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DO ARAGUAIA/PONTAL DO ARAGUAIA	0	A	Ampla concorrência	22	22	526.44
FÍSICA	Licenciatura	Matutino	MT	Cuiabá	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DE CUIABÁ	0	A	Ampla concorrência	45	45	548.18
FÍSICA	Bacharelado	Integral	MT	Cuiabá	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DE CUIABÁ	0	A	Ampla concorrência	40	40	565.82
GEOGRAFIA	Licenciatura	Noturno	MT	Cuiabá	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DE CUIABÁ	0	A	Ampla concorrência	26	26	572.24
GEOGRAFIA	Licenciatura	Noturno	MT	Barra do Garças	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DO ARAGUAIA / BARRA DO GARÇAS	0	A	Ampla concorrência	24	24	531.42
GEOGRAFIA	Bacharelado	Matutino	MT	Cuiabá	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DE CUIABÁ	0	A	Ampla concorrência	25	25	572.88
GEOGRAFIA	Licenciatura	Noturno	MT	Rondonópolis	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DE RONDONÓPOLIS	0	A	Ampla concorrência	30	30	541.06
GEOLOGIA	Bacharelado	Integral	MT	Cuiabá	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DE CUIABÁ	0	A	Ampla concorrência	21	21	617.26
HISTÓRIA	Licenciatura	Matutino	MT	Rondonópolis	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DE RONDONÓPOLIS	0	A	Ampla concorrência	22	22	574.74
HISTÓRIA	Licenciatura	Noturno	MT	Cuiabá	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DE CUIABÁ	0	A	Ampla concorrência	25	25	620.92
HISTÓRIA	Licenciatura	Matutino	MT	Cuiabá	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DE CUIABÁ	0	A	Ampla concorrência	25	25	629.90
JORNALISMO	Bacharelado	Noturno	MT	Barra do Garças	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DO ARAGUAIA / BARRA DO GARÇAS	0	A	Ampla concorrência	24	24	643.62
JORNALISMO	Bacharelado	Matutino	MT	Cuiabá	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DE CUIABÁ	0	A	Ampla concorrência	20	20	659.82
LETRAS - LIBRAS	Licenciatura	Vespertino	MT	Cuiabá	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DE CUIABÁ	0	A	Ampla concorrência	10	10	594.48
LETRAS - LÍNGUA E LITERATURAS DE LÍNGUA INGLESA	Licenciatura	Vespertino	MT	Rondonópolis	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DE RONDONÓPOLIS	0	A	Ampla concorrência	16	16	571.84
LETRAS - LÍNGUA PORTUGUESA	Licenciatura	Matutino	MT	Rondonópolis	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DE RONDONÓPOLIS	0	A	Ampla concorrência	24	24	543.52
LETRAS - LÍNGUA PORTUGUESA	Licenciatura	Noturno	MT	Barra do Garças	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DO ARAGUAIA / BARRA DO GARÇAS	0	A	Ampla concorrência	24	24	564.10
LETRAS - PORTUGUÊS E LITERATURAS	Licenciatura	Matutino	MT	Cuiabá	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DE CUIABÁ	0	A	Ampla concorrência	12	12	629.64
LETRAS PORTUGUÊS E ESPANHOL E RESPECTIVAS LITERATURAS	Licenciatura	Matutino	MT	Cuiabá	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DE CUIABÁ	0	A	Ampla concorrência	12	12	600.38
LETRAS PORTUGUÊS E FRANCÊS	Licenciatura	Noturno	MT	Cuiabá	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DE CUIABÁ	0	A	Ampla concorrência	10	10	619.76
LETRAS PORTUGUÊS E INGLÊS	Licenciatura	Noturno	MT	Cuiabá	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DE CUIABÁ	0	A	Ampla concorrência	15	15	634.54
MATEMÁTICA	Licenciatura	Noturno	MT	Pontal do Araguaia	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DO ARAGUAIA/PONTAL DO ARAGUAIA	0	A	Ampla concorrência	22	22	530.00
MATEMÁTICA	Licenciatura	Vespertino	MT	Rondonópolis	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DE RONDONÓPOLIS	0	A	Ampla concorrência	17	17	523.38
MATEMÁTICA	Licenciatura	Integral	MT	Cuiabá	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DE CUIABÁ	0	A	Ampla concorrência	33	33	568.04
MATEMÁTICA	Licenciatura	Noturno	MT	Rondonópolis	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DE RONDONÓPOLIS	0	A	Ampla concorrência	17	17	566.44
MEDICINA	Bacharelado	Integral	MT	Rondonópolis	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DE RONDONÓPOLIS	0	A	Ampla concorrência	20	20	778.64
MEDICINA	Bacharelado	Integral	MT	Sinop	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO  DE SINOP	0	A	Ampla concorrência	30	30	777.76
MEDICINA	Bacharelado	Integral	MT	Cuiabá	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DE CUIABÁ	0	A	Ampla concorrência	40	40	781.24
MEDICINA VETERINÁRIA	Bacharelado	Integral	MT	Cuiabá	UFMT	UNIVERSIDADE FEDERAL DE MATO GROSSO	CAMPUS UNIVERSITÁRIO DE CUIABÁ	0	A	Ampla concorrência	30	30	697.28
